-3.446000206845374336e-01  3.155098168225631827e-01
-3.377411554299785124e-01  3.393630154645808639e-01
1.345384773539536560e+00  -1.159285395192233503e+00
1.320388591759241947e+00  -1.227544442410279935e+00
9.534834911091127907e-02  -3.504200369956650185e+00
2.205421268765617171e-02  -3.493961928339809120e+00
5.663917048250679542e-01  -2.742796250333802366e+00
5.086567184296217903e-01  -2.769842719177379120e+00
3.524687343368615444e-01  -3.031490187295467820e+00
2.888537562429740468e-01  -3.042524109377751973e+00
5.046748186654634871e-01  -2.959876057859765819e+00
4.424461949514428838e-01  -2.981804922800087354e+00
3.451062313286801242e-01  -2.938080163608574935e+00
2.834485446250352148e-01  -2.949048362127594025e+00
5.555393811383888547e-01  -3.008653054425547424e+00
4.922565500795164084e-01  -3.033701944809724438e+00
2.651282150416673922e-01  -2.876116219733058976e+00
2.048257396145896081e-01  -2.881603517818396742e+00
6.952903858925014724e-01  -3.038577351052717201e+00
6.312917024332258542e-01  -3.072184118607531378e+00
9.841504271882373089e-02  -2.743601663570770288e+00
4.101094885216394204e-02  -2.737370053020930172e+00
1.040367684336303888e+00  -2.988824145932774012e+00
9.772293907699802773e-01  -3.039972195314939007e+00
-2.351652758295381673e-01  -2.402440803210671216e+00
-2.851801733651435633e-01  -2.373046226823456895e+00
2.110313932869180675e+00  -2.049189135331127787e+00
2.066803497657039301e+00  -2.105973381737623384e+00
-8.946837115876093982e-01  -2.300263975043407072e+00
-9.421369194082256371e-01  -2.230878422456686661e+00
3.123817374800760049e+00  -4.945235105089607064e-01
3.113465027996548784e+00  -4.941828043740746912e-01
1.790148752643224483e+00  -1.559302474803644367e+00
1.756787858825028081e+00  -1.626455256486530887e+00
-5.628461638863213601e-01  -2.916962392523313685e+00
-6.233770821201405354e-01  -2.862728117945289696e+00
1.683832400720709721e+00  -2.376646369683726778e+00
1.633375547161361574e+00  -2.441627514563427859e+00
-6.974347971923879896e-01  -2.162471402689384536e+00
-7.421155032858939293e-01  -2.103848056302050740e+00
-2.861139817657827322e+00  -9.687777734289164389e-02
-2.862946869566565411e+00  -7.572267168472719689e-02
-2.320710681707697898e+00  9.836959730431487081e-01
-2.299570746118964504e+00  1.035153720522794973e+00
-6.280746312548632915e-01  3.841666529138275887e+00
-5.473374387386176210e-01  3.867299517099440642e+00
8.303977479482238522e-02  2.099747058555928358e+00
1.268479282439511913e-01  2.083089209740240921e+00
-2.330842847769512893e+00  1.808449041028348914e+00
-2.292467821310911535e+00  1.856379112210427840e+00
8.452239962281211660e-01  2.748229435205430171e+00
9.020628658240354980e-01  2.679082069861097537e+00
-2.073638158369655038e+00  1.918111836621349875e+00
-2.032853620792284488e+00  1.976710531950333749e+00
8.466092049271329856e-01  2.456778032021461389e+00
8.973570270640642832e-01  2.388928900631047014e+00
-2.682464405236305804e+00  1.142769387601401343e+00
-2.658225374738145241e+00  1.172132601754821035e+00
-2.271959256361157031e+00  2.319798997561573373e+00
-2.222864667492905788e+00  2.368730917514143108e+00
1.035395468115071438e+00  2.006401873794710689e+00
1.076646146047822938e+00  1.932555401206557333e+00
2.332382134021842468e+00  -6.752697389498835134e-01
2.317695818575641553e+00  -7.272506135408842720e-01
2.420973152983473042e+00  -2.076522458264727256e+00
2.377044872448854207e+00  -2.118687443129940728e+00
-9.939733500975385105e-01  -2.423754525507730406e+00
-1.043962415410612188e+00  -2.349583632256730059e+00
2.739951697470594638e+00  -1.030123547715072085e+00
2.718108591596227974e+00  -1.055967294075918828e+00
-2.467593941352585141e+00  -5.661344827922989292e-02
-2.468285434621351637e+00  -9.467510504051757092e-03
-2.535360523761869267e-01  1.185370147887031322e+00
-2.285702840938483860e-01  1.198368327187210758e+00
3.062351807805754333e+00  5.797800872260990834e-01
3.074410075877175075e+00  5.718572918763141777e-01
-2.008233279938211435e+00  1.390257768167869834e+00
-1.978459495688951408e+00  1.453025838526967872e+00
5.400815563966752109e-01  3.160523317712316871e+00
6.057169679849749855e-01  3.106549762154099170e+00
-1.338030196172493858e+00  2.593535903180947511e+00
-1.283061505452414597e+00  2.655352714949775983e+00
4.705310305929057968e-01  2.332923421778198669e+00
5.189208356913059816e-01  2.287466542828914484e+00
-2.630822454206395822e+00  1.299592687644966382e+00
-2.603269235388239622e+00  1.331815520417410026e+00
-8.527341577996416788e-01  3.791979029407318347e+00
-7.729017775949365010e-01  3.830724946377551010e+00
2.731895239708581613e-01  1.871453286926219706e+00
3.120806786710401681e-01  1.841935848668347475e+00
2.895931768667669104e+00  2.237728777386859547e-01
2.900418153019299616e+00  2.047169257638274398e-01
2.811728870624065735e+00  -3.790991686352009893e-01
2.803548356528370533e+00  -4.021583038505268659e-01
5.241600925085094786e-01  -1.590067229195833098e+00
4.905406628087694010e-01  -1.619954503882332641e+00
1.329940032662258353e+00  -3.072969435302504770e+00
1.264953483115371924e+00  -3.132512014318993288e+00
-5.248402960110558624e-01  -1.939257451548571209e+00
-5.649670406234821307e-01  -1.892174668848652708e+00
-2.508267791386163736e+00  3.668547755640252372e-01
7.329752456844658148e-01  -5.157096951889779124e-01
2.904475689526457849e+00  -1.151049606815317095e+00
-1.542478653879626904e+00  7.431359780442823304e-01
