0.000000000000000000e+00  8.000000000000000444e-01  8.000000000000000444e-01  8.000000000000000444e-01
2.094533268170076235e-02  8.161515652561104339e-01  7.422667568168231922e-01  8.161515652561104339e-01
4.189066536340152469e-02  8.310885769006799428e-01  6.840435955783339406e-01  8.310885769006798318e-01
6.283599804510228704e-02  8.448023382873279807e-01  6.254797625558632390e-01  8.448023382873278697e-01
8.378133072680304938e-02  8.572872685369974377e-01  5.667234327682388884e-01  8.572872685369973267e-01
1.047266634085038117e-01  8.685408732520194519e-01  5.079210664891280480e-01  8.685408732520196740e-01
1.256719960902045741e-01  8.785637024091874636e-01  4.492168278933040826e-01  8.785637024091876857e-01
1.466173287719053364e-01  8.873592966958980810e-01  3.907520620968211178e-01  8.873592966958981920e-01
1.675626614536060988e-01  8.949341234649050847e-01  3.326648259302909527e-01  8.949341234649051957e-01
1.885079941353068611e-01  9.012975033785037837e-01  2.750894671527649438e-01  9.012975033785038947e-01
2.094533268170076235e-01  9.064615286979149644e-01  2.181562464571383253e-01  9.064615286979154085e-01
2.303986594987083858e-01  9.104409740538716989e-01  1.619909965199236024e-01  9.104409740538718099e-01
2.513439921804091481e-01  9.132532004150837324e-01  1.067148124859221003e-01  9.132532004150836213e-01
2.722893248621098827e-01  9.149180528570735049e-01  5.244376862418834162e-02  9.149180528570730608e-01
2.932346575438106728e-01  9.154577526288125711e-01  -7.113435853721220004e-04  9.154577526288123490e-01
3.141799902255114629e-01  9.148967839220771836e-01  -5.264526000886078638e-02  9.148967839220767395e-01
3.351253229072121975e-01  9.132617756710565970e-01  -1.032584743573797398e-01  9.132617756710562640e-01
3.560706555889129321e-01  9.105813786494758588e-01  -1.524574570777502969e-01  9.105813786494754147e-01
3.770159882706137222e-01  9.068861380904289504e-01  -2.001548641964996378e-01  9.068861380904287284e-01
3.979613209523145123e-01  9.022083620308087859e-01  -2.462697367851885699e-01  9.022083620308083418e-01
4.189066536340152469e-01  8.965819855773631275e-01  -2.907276908479368149e-01  8.965819855773631275e-01
4.398519863157159815e-01  8.900424313042201163e-01  -3.334610966202421478e-01  8.900424313042198943e-01
4.607973189974167716e-01  8.826264660206790680e-01  -3.744092455380556017e-01  8.826264660206787349e-01
4.817426516791175617e-01  8.743720541913138078e-01  -4.135185025101866252e-01  8.743720541913132527e-01
5.026879843608182963e-01  8.653182083454744600e-01  -4.507424406240879700e-01  8.653182083454737938e-01
5.236333170425190309e-01  8.555048368774826884e-01  -4.860419550491384411e-01  8.555048368774822443e-01
5.445786497242197655e-01  8.449725897091355797e-01  -5.193853526822391764e-01  8.449725897091350246e-01
5.655239824059206111e-01  8.337627023594760267e-01  -5.507484140125167293e-01  8.337627023594754716e-01
5.864693150876213457e-01  8.219168390399782531e-01  -5.801144237648727664e-01  8.219168390399776980e-01
6.074146477693220803e-01  8.094769354631883296e-01  -6.074741671108349061e-01  8.094769354631877745e-01
6.283599804510229259e-01  7.964850421165405869e-01  -6.328258885997682937e-01  7.964850421165399208e-01
6.493053131327236605e-01  7.829831688077950602e-01  -6.561752114498388133e-01  7.829831688077942831e-01
6.702506458144243950e-01  7.690131313319712447e-01  -6.775350154282326898e-01  7.690131313319702455e-01
6.911959784961251296e-01  7.546164011398062144e-01  -6.969252722230068198e-01  7.546164011398051041e-01
7.121413111778258642e-01  7.398339589031750485e-01  -7.143728379412276341e-01  7.398339589031740493e-01
7.330866438595267098e-01  7.247061528725646795e-01  -7.299112031349721530e-01  7.247061528725636803e-01
7.540319765412274444e-01  7.092725629051486180e-01  -7.435802015330310599e-01  7.092725629051473968e-01
7.749773092229281790e-01  6.935718710093285999e-01  -7.554256794168966449e-01  6.935718710093274897e-01
7.959226419046290246e-01  6.776417392033637910e-01  -7.654991283012851921e-01  6.776417392033626808e-01
8.168679745863297592e-01  6.615186954229370642e-01  -7.738572842406236107e-01  6.615186954229360650e-01
8.378133072680304938e-01  6.452380281367098291e-01  -7.805616976650454619e-01  6.452380281367090520e-01
